order_id,order_date
143080,01-24-19
145948,01-24-19
149708,01-24-19
148080,01-24-19
144877,01-24-19
143669,01-24-19
145172,01-24-19
145171,01-24-19
150157,01-24-19
143818,01-24-19
148864,01-24-19
142087,01-24-19
148189,01-24-19
147595,01-24-19
148681,01-24-19
141506,01-24-19
147649,01-24-19
144148,01-24-19
150160,01-24-19
142166,01-24-19
143926,01-24-19
149036,01-24-19
141421,01-24-19
148266,01-24-19
144977,01-24-19
150482,01-24-19
147231,01-24-19
146185,01-24-19
142287,01-24-19
150368,01-24-19
150141,01-24-19
146156,01-24-19
142810,01-24-19
149270,01-24-19
145230,01-24-19
147049,01-24-19
141616,01-24-19
142921,01-24-19
148261,01-24-19
141343,01-24-19
149044,01-24-19
149598,01-24-19
141948,01-24-19
141963,01-24-19
142140,01-24-19
143330,01-24-19
142062,01-24-19
146701,01-24-19
147170,01-24-19
148052,01-24-19
143348,01-24-19
144408,01-24-19
142058,01-24-19
147247,01-24-19
149230,01-24-19
145790,01-24-19
144751,01-24-19
147203,01-24-19
143779,01-24-19
141972,01-24-19
141733,01-24-19
145702,01-24-19
143706,01-24-19
143653,01-24-19
141830,01-24-19
143565,01-24-19
142886,01-24-19
142881,01-24-19
148192,01-24-19
145303,01-24-19
141794,01-24-19
147406,01-24-19
141932,01-24-19
150258,01-24-19
141578,01-24-19
148667,01-24-19
147200,01-24-19
143584,01-24-19
142758,01-24-19
147906,01-24-19
142981,01-24-19
149965,01-24-19
148756,01-24-19
148267,01-24-19
144425,01-24-19
142148,01-24-19
147941,01-24-19
142338,01-24-19
145250,01-24-19
148692,01-24-19
143294,01-24-19
146878,01-24-19
150006,01-24-19
145368,01-24-19
148433,01-24-19
145192,01-24-19
149048,01-24-19
145964,01-24-19
143193,01-24-19
146522,01-24-19
143676,01-24-19
141490,01-24-19
146581,01-24-19
147544,01-24-19
150259,01-24-19
149561,01-24-19
143085,01-24-19
150437,01-24-19
148328,01-24-19
149218,01-24-19
144222,01-24-19
149670,01-24-19
148251,01-24-19
143162,01-24-19
142662,01-24-19
145515,01-24-19
145824,01-24-19
146268,01-24-19
142428,01-24-19
150134,01-24-19
145916,01-24-19
142645,01-24-19
141682,01-24-19
144815,01-24-19
150002,01-24-19
148634,01-24-19
146409,01-24-19
142167,01-24-19
145411,01-24-19
142906,01-24-19
148103,01-24-19
143510,01-24-19
143560,01-24-19
143729,01-24-19
141251,01-24-19
144656,01-24-19
148610,01-24-19
141612,01-24-19
149438,01-24-19
146210,01-24-19
141709,01-24-19
146342,01-24-19
142418,01-24-19
141413,01-24-19
141859,01-24-19
144820,01-24-19
147569,01-24-19
142606,01-24-19
144388,01-24-19
147093,01-24-19
141840,01-24-19
141615,01-24-19
149841,01-24-19
146500,01-24-19
142446,01-24-19
149819,01-24-19
150012,01-24-19
142695,01-24-19
148746,01-24-19
149685,01-24-19
148062,01-24-19
148781,01-24-19
145732,01-24-19
147492,01-24-19
142885,01-24-19
146888,01-24-19
141320,01-24-19
145697,01-24-19
150234,01-24-19
145332,01-24-19
143838,01-24-19
144701,01-24-19
149374,01-24-19
143200,01-24-19
145119,01-24-19
149136,01-24-19
144170,01-24-19
148904,01-24-19
148198,01-24-19
148417,01-24-19
149089,01-24-19
146400,01-24-19
142198,01-24-19
148114,01-24-19
148336,01-24-19
141370,01-24-19
147300,01-24-19
142065,01-24-19
145365,01-24-19
146142,01-24-19
146813,01-24-19
146421,01-24-19
147214,01-24-19
146579,01-24-19
147479,01-24-19
149285,01-24-19
147567,01-24-19
146132,01-24-19
141351,01-24-19
150179,01-24-19
147617,01-24-19
147033,01-24-19
148409,01-24-19
148973,01-24-19
141466,01-24-19
146188,01-24-19
142733,01-24-19
144780,01-24-19
147730,01-24-19
148718,01-24-19
143205,01-24-19
143416,01-24-19
271432,07-10-19
264277,07-10-19
271989,07-10-19
269082,07-10-19
267229,07-10-19
276552,07-10-19
264197,07-10-19
265024,07-10-19
262903,07-10-19
266428,07-10-19
270739,07-10-19
274201,07-10-19
268188,07-10-19
275292,07-10-19
260615,07-10-19
260253,07-10-19
265711,07-10-19
272375,07-10-19
277525,07-10-19
266704,07-10-19
259603,07-10-19
272877,07-10-19
277150,07-10-19
276731,07-10-19
264641,07-10-19
259699,07-10-19
274116,07-10-19
263587,07-10-19
276271,07-10-19
267432,07-10-19
261061,07-10-19
261787,07-10-19
275278,07-10-19
260909,07-10-19
264377,07-10-19
269657,07-10-19
273750,07-10-19
277388,07-10-19
273376,07-10-19
261269,07-10-19
273452,07-10-19
273053,07-10-19
265914,07-10-19
266105,07-10-19
268421,07-10-19
260495,07-10-19
278721,07-10-19
271435,07-10-19
275923,07-10-19
271690,07-10-19
273314,07-10-19
262686,07-10-19
265584,07-10-19
276769,07-10-19
261052,07-10-19
272324,07-10-19
261408,07-10-19
259428,07-10-19
274905,07-10-19
277379,07-10-19
261426,07-10-19
271883,07-10-19
277034,07-10-19
271344,07-10-19
275106,07-10-19
260596,07-10-19
260724,07-10-19
272261,07-10-19
265787,07-10-19
267127,07-10-19
264282,07-10-19
274167,07-10-19
270509,07-10-19
276285,07-10-19
263531,07-10-19
269714,07-10-19
260950,07-10-19
270896,07-10-19
273017,07-10-19
269094,07-10-19
270463,07-10-19
272852,07-10-19
267368,07-10-19
266513,07-10-19
276815,07-10-19
277864,07-10-19
263067,07-10-19
269680,07-10-19
261915,07-10-19
260353,07-10-19
274118,07-10-19
276491,07-10-19
275165,07-10-19
272313,07-10-19
269105,07-10-19
271978,07-10-19
272414,07-10-19
260994,07-10-19
268400,07-10-19
270428,07-10-19
260921,07-10-19
262945,07-10-19
261249,07-10-19
272037,07-10-19
278169,07-10-19
260466,07-10-19
260797,07-10-19
263363,07-10-19
270703,07-10-19
263642,07-10-19
271939,07-10-19
273421,07-10-19
261179,07-10-19
269602,07-10-19
272456,07-10-19
261473,07-10-19
259362,07-10-19
263867,07-10-19
277055,07-10-19
278078,07-10-19
263097,07-10-19
273724,07-10-19
261438,07-10-19
266314,07-10-19
262561,07-10-19
275759,07-10-19
261590,07-10-19
267222,07-10-19
271396,07-10-19
273436,07-10-19
278026,07-10-19
264036,07-10-19
262012,07-10-19
274752,07-10-19
270337,07-10-19
276702,07-10-19
276188,07-10-19
261431,07-10-19
265352,07-10-19
276627,07-10-19
274550,07-10-19
273428,07-10-19
269921,07-10-19
266068,07-10-19
274842,07-10-19
270985,07-10-19
277900,07-10-19
260038,07-10-19
277045,07-10-19
262421,07-10-19
261405,07-10-19
269086,07-10-19
259728,07-10-19
269380,07-10-19
269032,07-10-19
272226,07-10-19
261392,07-10-19
259714,07-10-19
263873,07-10-19
261748,07-10-19
264366,07-10-19
273023,07-10-19
263270,07-10-19
270530,07-10-19
269547,07-10-19
274593,07-10-19
260768,07-10-19
276557,07-10-19
268102,07-10-19
259554,07-10-19
264980,07-10-19
277420,07-10-19
271920,07-10-19
262721,07-10-19
271683,07-10-19
278014,07-10-19
274224,07-10-19
271003,07-10-19
277305,07-10-19
260752,07-10-19
271534,07-10-19
261256,07-10-19
269694,07-10-19
273133,07-10-19
272900,07-10-19
260388,07-10-19
269176,07-10-19
273867,07-10-19
275591,07-10-19
270744,07-10-19
265125,07-10-19
263658,07-10-19
273098,07-10-19
275851,07-10-19
272965,07-10-19
272998,07-10-19
262257,07-10-19
274945,07-10-19
262982,07-10-19
278298,07-10-19
265549,07-10-19
277769,07-10-19
263767,07-10-19
266463,07-10-19
261316,07-10-19
278200,07-10-19
271389,07-10-19
269022,07-10-19
268527,07-10-19
264381,07-10-19
262821,07-10-19
259992,07-10-19
277768,07-10-19
276906,07-10-19
268963,07-10-19
269208,07-10-19
274807,07-10-19
267959,07-10-19
277603,07-10-19
277882,07-10-19
270893,07-10-19
260169,07-10-19
276204,07-10-19
270229,07-10-19
267974,07-10-19
277488,07-10-19
262712,07-10-19
265799,07-10-19
274159,07-10-19
264472,07-10-19
259495,07-10-19
265731,07-10-19
275178,07-10-19
261044,07-10-19
278100,07-10-19
278706,07-10-19
267991,07-10-19
265051,07-10-19
276097,07-10-19
277678,07-10-19
267217,07-10-19
270635,07-10-19
261247,07-10-19
274520,07-10-19
261681,07-10-19
272193,07-10-19
263090,07-10-19
260634,07-10-19
272723,07-10-19
278541,07-10-19
276258,07-10-19
270304,07-10-19
266090,07-10-19
263931,07-10-19
275661,07-10-19
262947,07-10-19
269789,07-10-19
271239,07-10-19
264589,07-10-19
274853,07-10-19
267644,07-10-19
270040,07-10-19
263927,07-10-19
276118,07-10-19
276377,07-10-19
263025,07-10-19
268894,07-10-19
277114,07-10-19
277914,07-10-19
273230,07-10-19
261341,07-10-19
274830,07-10-19
265982,07-10-19
262309,07-10-19
273510,07-10-19
267257,07-10-19
270479,07-10-19
266389,07-10-19
275180,07-10-19
277781,07-10-19
269445,07-10-19
259405,07-10-19
268606,07-10-19
271538,07-10-19
273916,07-10-19
264330,07-10-19
259869,07-10-19
276185,07-10-19
271853,07-10-19
275956,07-10-19
274444,07-10-19
273440,07-10-19
271568,07-10-19
268649,07-10-19
263057,07-10-19
260020,07-10-19
272966,07-10-19
260481,07-10-19
260347,07-10-19
277925,07-10-19
263579,07-10-19
277432,07-10-19
270075,07-10-19
271354,07-10-19
261613,07-10-19
270548,07-10-19
271426,07-10-19
265635,07-10-19
277625,07-10-19
264057,07-10-19
274690,07-10-19
271766,07-10-19
276026,07-10-19
274971,07-10-19
263968,07-10-19
271456,07-10-19
276965,07-10-19
272543,07-10-19
275862,07-10-19
273833,07-10-19
267078,07-10-19
268123,07-10-19
273878,07-10-19
276882,07-10-19
273355,07-10-19
266351,07-10-19
263390,07-10-19
274958,07-10-19
267063,07-10-19
272568,07-10-19
269361,07-10-19
263253,07-10-19
271078,07-10-19
275680,07-10-19
271729,07-10-19
264040,07-10-19
272952,07-10-19
266530,07-10-19
263532,07-10-19
277712,07-10-19
269319,07-10-19
270132,07-10-19
263204,07-10-19
265859,07-10-19
265103,07-10-19
274390,07-10-19
267162,07-10-19
263259,07-10-19
273686,07-10-19
267555,07-10-19
266179,07-10-19
275601,07-10-19
261810,07-10-19
261574,07-10-19
259857,07-10-19
260131,07-10-19
275158,07-10-19
260376,07-10-19
267834,07-10-19
269346,07-10-19
278761,07-10-19
270833,07-10-19
275236,07-10-19
268795,07-10-19
265516,07-10-19
262088,07-10-19
277116,07-10-19
264883,07-10-19
265052,07-10-19
262502,07-10-19
272561,07-10-19
277895,07-10-19
264271,07-10-19
261309,07-10-19
262857,07-10-19
277182,07-10-19
277614,07-10-19
269881,07-10-19
272187,07-10-19
273195,07-10-19
271864,07-10-19
276352,07-10-19
262923,07-10-19
278553,07-10-19
271796,07-10-19
262568,07-10-19
272220,07-10-19
271644,07-10-19
278734,07-10-19
274270,07-10-19
268495,07-10-19
273942,07-10-19
264934,07-10-19
268541,07-10-19
264600,07-10-19
271261,07-10-19
274073,07-10-19
261396,07-10-19
271395,07-10-19
271326,07-10-19
263628,07-10-19
260870,07-10-19
269745,07-10-19
277225,07-10-19
263871,07-10-19
277407,07-10-19
264650,07-10-19
276826,07-10-19
274584,07-10-19
261470,07-10-19
274046,07-10-19
265162,07-10-19
273258,07-10-19
260231,07-10-19
266549,07-10-19
276170,07-10-19
266380,07-10-19
267069,07-10-19
271821,07-10-19
262356,07-10-19
273134,07-10-19
261265,07-10-19
273465,07-10-19
262601,07-10-19
271080,07-10-19
264080,07-10-19
269522,07-10-19
278104,07-10-19
273628,07-10-19
264718,07-10-19
270645,07-10-19
266334,07-10-19
269401,07-10-19
272993,07-10-19
267636,07-10-19
268550,07-10-19
270024,07-10-19
267893,07-10-19
270297,07-10-19
268501,07-10-19
265720,07-10-19
268956,07-10-19
272139,07-10-19
264767,07-10-19
270673,07-10-19
275462,07-10-19
271337,07-10-19
272072,07-10-19
260070,07-10-19
274065,07-10-19
262227,07-10-19
263124,07-10-19
260567,07-10-19
263298,07-10-19
260700,07-10-19
268378,07-10-19
267013,07-10-19
272730,07-10-19
270609,07-10-19
265267,07-10-19
271976,07-10-19
262368,07-10-19
262095,07-10-19
274933,07-10-19
274500,07-10-19
266754,07-10-19
276076,07-10-19
268168,07-10-19
276287,07-10-19
261541,07-10-19
276168,07-10-19
274609,07-10-19
273006,07-10-19
266657,07-10-19
265938,07-10-19
273713,07-10-19
261793,07-10-19
277106,07-10-19
269109,07-10-19
277659,07-10-19
277832,07-10-19
264704,07-10-19
273589,07-10-19
271014,07-10-19
273356,07-10-19
269051,07-10-19
268934,07-10-19
278737,07-10-19
259404,07-10-19
264327,07-10-19
275809,07-10-19
273131,07-10-19
259901,07-10-19
273946,07-10-19
262698,07-10-19
272175,07-10-19
270272,07-10-19
272697,07-10-19
261118,07-10-19
276106,07-10-19
276728,07-10-19
272632,07-10-19
272622,07-10-19
264662,07-10-19
268620,07-10-19
267784,07-10-19
266441,07-10-19
263000,07-10-19
276490,07-10-19
260744,07-10-19
276450,07-10-19
277267,07-10-19
273726,07-10-19
274857,07-10-19
276113,07-10-19
264069,07-10-19
276535,07-10-19
270672,07-10-19
274621,07-10-19
277863,07-10-19
276009,07-10-19
269061,07-10-19
274384,07-10-19
265760,07-10-19
263386,07-10-19
264605,07-10-19
266086,07-10-19
266329,07-10-19
263606,07-10-19
273620,07-10-19
265610,07-10-19
276819,07-10-19
260091,07-10-19
274788,07-10-19
274530,07-10-19
275707,07-10-19
272431,07-10-19
268467,07-10-19
276783,07-10-19
274299,07-10-19
271954,07-10-19
267647,07-10-19
261614,07-10-19
260010,07-10-19
260608,07-10-19
263988,07-10-19
269692,07-10-19
264227,07-10-19
276974,07-10-19
261069,07-10-19
259525,07-10-19
270802,07-10-19
267464,07-10-19
266984,07-10-19
272675,07-10-19
277787,07-10-19
267604,07-10-19
261745,07-10-19
272399,07-10-19
271087,07-10-19
259526,07-10-19
275622,07-10-19
272847,07-10-19
269825,07-10-19
260155,07-10-19
273241,07-10-19
271626,07-10-19
270440,07-10-19
272163,07-10-19
264120,07-10-19
261666,07-10-19
263063,07-10-19
260741,07-10-19
278004,07-10-19
268703,07-10-19
266157,07-10-19
277833,07-10-19
259716,07-10-19
261922,07-10-19
263745,07-10-19
278455,07-10-19
277474,07-10-19
278583,07-10-19
277172,07-10-19
263989,07-10-19
272126,07-10-19
277022,07-10-19
276922,07-10-19
277176,07-10-19
269700,07-10-19
274200,07-10-19
259758,07-10-19
262239,07-10-19
275997,07-10-19
260656,07-10-19
271979,07-10-19
272791,07-10-19
271040,07-10-19
264426,07-10-19
268772,07-10-19
267121,07-10-19
265353,07-10-19
270467,07-10-19
267586,07-10-19
275510,07-10-19
262351,07-10-19
269448,07-10-19
269788,07-10-19
265906,07-10-19
260988,07-10-19
264703,07-10-19
260558,07-10-19
276784,07-10-19
262534,07-10-19
264857,07-10-19
264629,07-10-19
277366,07-10-19
268663,07-10-19
268362,07-10-19
268754,07-10-19
267106,07-10-19
276779,07-10-19
261103,07-10-19
266981,07-10-19
266230,07-10-19
263116,07-10-19
269295,07-10-19
264251,07-10-19
267501,07-10-19
263984,07-10-19
276835,07-10-19
262833,07-10-19
261654,07-10-19
260497,07-10-19
267271,07-10-19
277072,07-10-19
268035,07-10-19
273676,07-10-19
259939,07-10-19
148587,01-25-19
145740,01-25-19
142939,01-25-19
149004,01-25-19
141501,01-25-19
142412,01-25-19
146629,01-25-19
149549,01-25-19
146452,01-25-19
149234,01-25-19
147096,01-25-19
144672,01-25-19
144095,01-25-19
144476,01-25-19
142102,01-25-19
143149,01-25-19
148908,01-25-19
141735,01-25-19
150369,01-25-19
146863,01-25-19
148311,01-25-19
146285,01-25-19
141294,01-25-19
148380,01-25-19
146946,01-25-19
143993,01-25-19
146644,01-25-19
147080,01-25-19
144824,01-25-19
149858,01-25-19
147698,01-25-19
142468,01-25-19
148994,01-25-19
148029,01-25-19
142807,01-25-19
146331,01-25-19
145012,01-25-19
141527,01-25-19
149977,01-25-19
148549,01-25-19
142590,01-25-19
144266,01-25-19
141869,01-25-19
143221,01-25-19
150399,01-25-19
146539,01-25-19
143331,01-25-19
143355,01-25-19
146183,01-25-19
145871,01-25-19
142297,01-25-19
141713,01-25-19
142887,01-25-19
145334,01-25-19
148034,01-25-19
146058,01-25-19
147742,01-25-19
144861,01-25-19
142665,01-25-19
147780,01-25-19
143881,01-25-19
142530,01-25-19
148605,01-25-19
149636,01-25-19
143825,01-25-19
145121,01-25-19
150026,01-25-19
145830,01-25-19
143813,01-25-19
148868,01-25-19
149012,01-25-19
147835,01-25-19
145999,01-25-19
142673,01-25-19
147443,01-25-19
143833,01-25-19
148940,01-25-19
144607,01-25-19
141720,01-25-19
145066,01-25-19
142675,01-25-19
143339,01-25-19
149015,01-25-19
144186,01-25-19
145534,01-25-19
141543,01-25-19
142767,01-25-19
144786,01-25-19
142974,01-25-19
144787,01-25-19
149615,01-25-19
143180,01-25-19
146393,01-25-19
146806,01-25-19
144935,01-25-19
141967,01-25-19
146947,01-25-19
144529,01-25-19
148128,01-25-19
148880,01-25-19
147656,01-25-19
142256,01-25-19
147814,01-25-19
144482,01-25-19
144326,01-25-19
143051,01-25-19
144110,01-25-19
148594,01-25-19
142711,01-25-19
141449,01-25-19
149188,01-25-19
149820,01-25-19
146294,01-25-19
143151,01-25-19
142594,01-25-19
150200,01-25-19
144498,01-25-19
148169,01-25-19
142942,01-25-19
149890,01-25-19
148671,01-25-19
149224,01-25-19
145387,01-25-19
144946,01-25-19
145826,01-25-19
145186,01-25-19
141379,01-25-19
142521,01-25-19
148123,01-25-19
149599,01-25-19
143812,01-25-19
150132,01-25-19
145886,01-25-19
146759,01-25-19
146018,01-25-19
144714,01-25-19
150049,01-25-19
143609,01-25-19
147389,01-25-19
149785,01-25-19
143519,01-25-19
144754,01-25-19
147422,01-25-19
144071,01-25-19
143823,01-25-19
143068,01-25-19
145766,01-25-19
146530,01-25-19
147137,01-25-19
144258,01-25-19
146040,01-25-19
141247,01-25-19
142587,01-25-19
145794,01-25-19
145528,01-25-19
148999,01-25-19
143583,01-25-19
144112,01-25-19
150042,01-25-19
148225,01-25-19
143645,01-25-19
150483,01-25-19
147341,01-25-19
149159,01-25-19
147561,01-25-19
143830,01-25-19
148863,01-25-19
144366,01-25-19
145297,01-25-19
146467,01-25-19
147119,01-25-19
147602,01-25-19
142676,01-25-19
149764,01-25-19
144344,01-25-19
141826,01-25-19
147104,01-25-19
144944,01-25-19
149142,01-25-19
147585,01-25-19
149293,01-25-19
142528,01-25-19
143909,01-25-19
144499,01-25-19
147376,01-25-19
146608,01-25-19
142563,01-25-19
145570,01-25-19
144072,01-25-19
143654,01-25-19
145258,01-25-19
145581,01-25-19
149275,01-25-19
144253,01-25-19
148997,01-25-19
149606,01-25-19
143889,01-25-19
142558,01-25-19
149895,01-25-19
149966,01-25-19
149461,01-25-19
149943,01-25-19
147986,01-25-19
141392,01-25-19
148822,01-25-19
147504,01-25-19
146138,01-25-19
149800,01-25-19
145616,01-25-19
145975,01-25-19
149951,01-25-19
143630,01-25-19
146658,01-25-19
147265,01-25-19
144646,01-25-19
144487,01-25-19
148061,01-25-19
142188,01-25-19
142705,01-25-19
146209,01-25-19
149605,01-25-19
145396,01-25-19
146488,01-25-19
150313,01-25-19
147016,01-25-19
143234,01-25-19
146667,01-25-19
144174,01-25-19
150000,01-25-19
147846,01-25-19
147460,01-25-19
146375,01-25-19
142401,01-25-19
146404,01-25-19
150458,01-25-19
142657,01-25-19
143470,01-25-19
145888,01-25-19
144869,01-25-19
143209,01-25-19
146645,01-25-19
142387,01-25-19
149950,01-25-19
147714,01-25-19
141491,01-25-19
145177,01-25-19
149655,01-25-19
150138,01-25-19
141238,01-25-19
143622,01-25-19
143431,01-25-19
145949,01-25-19
142568,01-25-19
142074,01-25-19
147179,01-25-19
146336,01-25-19
148122,01-25-19
148957,01-25-19
141865,01-25-19
143426,01-25-19
149955,01-25-19
141957,01-25-19
142661,01-25-19
144980,01-25-19
146110,01-25-19
149694,01-25-19
146656,01-25-19
141870,01-25-19
148105,01-25-19
142916,01-25-19
147628,01-25-19
143705,01-25-19
145444,01-25-19
142628,01-25-19
147697,01-25-19
146895,01-25-19
148479,01-25-19
149767,01-25-19
150299,01-25-19
143525,01-25-19
145586,01-25-19
142784,01-25-19
147196,01-25-19
272518,08-10-19
261171,08-10-19
277587,08-10-19
259458,08-10-19
265234,08-10-19
278387,08-10-19
267770,08-10-19
273340,08-10-19
266759,08-10-19
268325,08-10-19
268097,08-10-19
267082,08-10-19
278771,08-10-19
271681,08-10-19
263477,08-10-19
267103,08-10-19
277439,08-10-19
278324,08-10-19
261682,08-10-19
278215,08-10-19
275235,08-10-19
262445,08-10-19
267818,08-10-19
265129,08-10-19
264308,08-10-19
260573,08-10-19
275370,08-10-19
268039,08-10-19
269681,08-10-19
262741,08-10-19
270247,08-10-19
272875,08-10-19
274059,08-10-19
273534,08-10-19
262886,08-10-19
263716,08-10-19
267054,08-10-19
274231,08-10-19
271194,08-10-19
272872,08-10-19
270107,08-10-19
275460,08-10-19
263318,08-10-19
269387,08-10-19
267247,08-10-19
276336,08-10-19
260473,08-10-19
267523,08-10-19
264867,08-10-19
269212,08-10-19
273217,08-10-19
271775,08-10-19
271095,08-10-19
265852,08-10-19
273331,08-10-19
264202,08-10-19
277718,08-10-19
269777,08-10-19
273477,08-10-19
264697,08-10-19
268498,08-10-19
266033,08-10-19
274288,08-10-19
275880,08-10-19
276735,08-10-19
259556,08-10-19
278075,08-10-19
278534,08-10-19
276420,08-10-19
265659,08-10-19
260044,08-10-19
263519,08-10-19
272020,08-10-19
272595,08-10-19
263309,08-10-19
263967,08-10-19
264240,08-10-19
266665,08-10-19
265193,08-10-19
261010,08-10-19
262041,08-10-19
272680,08-10-19
272105,08-10-19
267645,08-10-19
264923,08-10-19
265317,08-10-19
264481,08-10-19
263753,08-10-19
263471,08-10-19
260268,08-10-19
277168,08-10-19
275600,08-10-19
270736,08-10-19
266662,08-10-19
269290,08-10-19
274694,08-10-19
274721,08-10-19
265469,08-10-19
274361,08-10-19
270121,08-10-19
272250,08-10-19
268128,08-10-19
265409,08-10-19
264298,08-10-19
261440,08-10-19
262279,08-10-19
272854,08-10-19
278446,08-10-19
261503,08-10-19
261971,08-10-19
270188,08-10-19
268057,08-10-19
259635,08-10-19
270194,08-10-19
266385,08-10-19
266308,08-10-19
262623,08-10-19
262883,08-10-19
274354,08-10-19
266275,08-10-19
262667,08-10-19
266245,08-10-19
266412,08-10-19
278060,08-10-19
271988,08-10-19
261390,08-10-19
274052,08-10-19
272808,08-10-19
266195,08-10-19
260170,08-10-19
262976,08-10-19
275597,08-10-19
262681,08-10-19
270340,08-10-19
274549,08-10-19
259461,08-10-19
275790,08-10-19
268140,08-10-19
268456,08-10-19
265302,08-10-19
265345,08-10-19
276432,08-10-19
263136,08-10-19
260483,08-10-19
271554,08-10-19
267679,08-10-19
264822,08-10-19
268537,08-10-19
268604,08-10-19
277328,08-10-19
269005,08-10-19
262912,08-10-19
273828,08-10-19
277563,08-10-19
276834,08-10-19
259880,08-10-19
275194,08-10-19
268505,08-10-19
266978,08-10-19
278400,08-10-19
262336,08-10-19
261478,08-10-19
271637,08-10-19
260243,08-10-19
269600,08-10-19
270710,08-10-19
272600,08-10-19
275331,08-10-19
273600,08-10-19
262893,08-10-19
275252,08-10-19
264530,08-10-19
276823,08-10-19
270750,08-10-19
271069,08-10-19
263863,08-10-19
277872,08-10-19
260256,08-10-19
276295,08-10-19
273697,08-10-19
263313,08-10-19
265586,08-10-19
277309,08-10-19
277459,08-10-19
262595,08-10-19
266345,08-10-19
264765,08-10-19
270108,08-10-19
269597,08-10-19
272448,08-10-19
274140,08-10-19
276092,08-10-19
271699,08-10-19
267437,08-10-19
269563,08-10-19
272968,08-10-19
269440,08-10-19
270984,08-10-19
263089,08-10-19
265011,08-10-19
269935,08-10-19
273188,08-10-19
267575,08-10-19
278512,08-10-19
276310,08-10-19
272051,08-10-19
277930,08-10-19
271829,08-10-19
272293,08-10-19
266833,08-10-19
278563,08-10-19
271013,08-10-19
273958,08-10-19
259705,08-10-19
266488,08-10-19
265993,08-10-19
264076,08-10-19
276406,08-10-19
263954,08-10-19
275422,08-10-19
265307,08-10-19
265762,08-10-19
266299,08-10-19
262994,08-10-19
267730,08-10-19
263336,08-10-19
277586,08-10-19
272824,08-10-19
275742,08-10-19
268653,08-10-19
269291,08-10-19
261253,08-10-19
269023,08-10-19
272763,08-10-19
262924,08-10-19
270995,08-10-19
260019,08-10-19
264900,08-10-19
259481,08-10-19
259601,08-10-19
263465,08-10-19
268356,08-10-19
266080,08-10-19
273714,08-10-19
274671,08-10-19
264064,08-10-19
275036,08-10-19
260765,08-10-19
265277,08-10-19
262193,08-10-19
272801,08-10-19
270712,08-10-19
273784,08-10-19
266950,08-10-19
275777,08-10-19
268586,08-10-19
260478,08-10-19
260275,08-10-19
271422,08-10-19
273092,08-10-19
268717,08-10-19
260572,08-10-19
262160,08-10-19
267171,08-10-19
260578,08-10-19
264071,08-10-19
265763,08-10-19
269156,08-10-19
265249,08-10-19
270387,08-10-19
261433,08-10-19
263384,08-10-19
275351,08-10-19
259591,08-10-19
276433,08-10-19
275022,08-10-19
262048,08-10-19
274409,08-10-19
260340,08-10-19
276383,08-10-19
273636,08-10-19
270658,08-10-19
270553,08-10-19
261750,08-10-19
265381,08-10-19
263301,08-10-19
270059,08-10-19
260449,08-10-19
268287,08-10-19
265230,08-10-19
262597,08-10-19
262638,08-10-19
268141,08-10-19
267507,08-10-19
267822,08-10-19
269863,08-10-19
274414,08-10-19
272695,08-10-19
267262,08-10-19
262081,08-10-19
276060,08-10-19
