order_id,product_id,cust_id,product_quantity
261915 ,715,150935,1
260353 ,981,200068,1
274118 ,981,119085,1
276491 ,493,110310,1
275165 ,277,102331,1
272313 ,406,225736,1
269105 ,692,138674,1
271978 ,692,203516,1
272414 ,692,210524,1
260994 ,715,230942,1
268400 ,467,220875,1
270428 ,981,201736,1
260921 ,277,133745,1
262945 ,277,180812,1
261249 ,277,101768,1
272037 ,826,212862,1
278169 ,614,209657,1
260466 ,692,207500,1
260797 ,692,115451,1
263363 ,692,125658,1
270703 ,692,123302,1
263642 ,715,141667,1
271939 ,715,171412,1
273421 ,715,170361,1
261179 ,715,146627,1
269602 ,467,185238,1
272456 ,981,158780,1
261473 ,277,128180,1
259362 ,277,117360,1
263867 ,394,197199,1
277055 ,953,146314,1
278078 ,953,196283,1
263097 ,953,113991,1
273724 ,953,156532,1
261438 ,715,225223,1
266314 ,715,216960,1
262561 ,715,171605,1
275759 ,877,233605,1
261590 ,394,197140,1
267222 ,168,191131,1
271396 ,715,164330,1
273436 ,467,188916,1
278026 ,467,138040,1
264036 ,981,116322,1
262012 ,277,138472,1
274752 ,826,221698,1
270337 ,582,158444,1
276702 ,394,217270,1
276188 ,394,176691,1
261431 ,406,119719,1
265352 ,406,205994,1
276627 ,422,136193,1
274550 ,692,110631,1
273428 ,953,171293,1
269921 ,443,109649,1
266068 ,981,213563,1
274842 ,981,156921,1
270985 ,277,167025,1
277900 ,277,239163,1
260038 ,826,155390,1
277045 ,877,120458,1
262421 ,877,148099,1
261405 ,394,162748,1
269086 ,394,112626,1
259728 ,406,132575,1
269380 ,692,146313,1
269032 ,692,123216,1
272226 ,953,231000,1
261392 ,953,207399,1
259714 ,953,128035,1
263873 ,953,183541,1
261748 ,715,120130,1
264366 ,981,189612,1
273023 ,981,155774,1
263270 ,277,141263,1
270530 ,877,107615,1
269547 ,877,162976,1
274593 ,406,222491,1
260768 ,435,219058,1
276557 ,692,125716,1
268102 ,953,188830,1
259554 ,715,160547,1
264980 ,715,210486,1
277420 ,467,106229,1
271920 ,467,215287,1
262721 ,981,233695,1
271683 ,493,220132,1
278014 ,826,137311,1
274224 ,582,171961,1
271003 ,877,143784,1
277305 ,877,148915,1
260752 ,394,216864,1
271534 ,422,170691,1
261256 ,692,186528,1
269694 ,692,235574,1
273133 ,467,140177,1
272900 ,467,210160,1
260388 ,981,236646,1
269176 ,981,101545,1
273867 ,277,131145,1
275591 ,277,230924,1
270744 ,582,138681,1
265125 ,394,211412,1
263658 ,406,124868,1
273098 ,953,240352,1
275851 ,953,113752,1
272965 ,467,143562,1
272998 ,277,195467,1
262257 ,394,200492,1
274945 ,394,129820,1
262982 ,406,156321,1
278298 ,168,163689,1
265549 ,692,177614,1
277769 ,953,175481,1
263767 ,443,181659,1
266463 ,443,218028,1
261316 ,715,171070,1
278200 ,715,189102,1
271389 ,715,125039,1
269022 ,715,192872,1
268527 ,467,154982,1
264381 ,826,141030,1
262821 ,582,178347,1
259992 ,406,131229,1
277768 ,422,108527,1
276906 ,168,139398,1
268963 ,692,222324,1
269208 ,692,183328,1
274807 ,953,151103,1
267959 ,953,129646,1
277603 ,953,209527,1
277882 ,715,150577,1
270893 ,467,182377,1
260169 ,981,166903,1
276204 ,877,186353,1
270229 ,394,163542,1
267974 ,406,152616,1
277488 ,435,154937,1
262712 ,692,212873,1
265799 ,692,204152,1
274159 ,692,231698,1
264472 ,715,194268,1
259495 ,715,112372,1
265731 ,715,167555,1
275178 ,981,226946,1
261044 ,406,140083,1
278100 ,443,154211,1
278706 ,715,184105,1
267991 ,981,230259,1
265051 ,981,168303,1
276097 ,981,195578,1
277678 ,614,125415,1
267217 ,394,223651,1
270635 ,406,216465,1
261247 ,406,200606,1
274520 ,168,149057,1
261681 ,168,237263,1
272193 ,435,202766,1
263090 ,692,238024,1
260634 ,953,182075,1
272723 ,715,138186,1
278541 ,467,177580,1
276258 ,467,147444,1
270304 ,277,172507,1
266090 ,877,156226,1
263931 ,692,240738,1
275661 ,953,128241,1
262947 ,953,181424,1
269789 ,715,163262,1
271239 ,715,143857,1
264589 ,715,208544,1
274853 ,715,182930,1
267644 ,467,192518,1
270040 ,467,181661,1
263927 ,467,227293,1
276118 ,493,217660,1
276377 ,493,216646,1
263025 ,277,234019,1
268894 ,406,168140,1
277114 ,406,104015,1
277914 ,715,105796,1
273230 ,467,101326,1
261341 ,981,226199,1
274830 ,277,211259,1
265982 ,277,100004,1
262309 ,422,213686,1
273510 ,422,169319,1
267257 ,168,112376,1
270479 ,692,165816,1
266389 ,692,124408,1
275180 ,953,196358,1
277781 ,443,153676,1
269445 ,715,145908,1
259405 ,467,237963,1
268606 ,981,130832,1
271538 ,493,189568,1
273916 ,582,172697,1
264330 ,422,145650,1
259869 ,953,192861,1
276185 ,715,192043,1
271853 ,715,228265,1
275956 ,981,237289,1
274444 ,614,203159,1
273440 ,877,214204,1
271568 ,877,126484,1
268649 ,406,147179,1
263057 ,406,116219,1
260020 ,168,222027,1
272966 ,981,186784,1
260481 ,981,165650,1
260347 ,981,220238,1
277925 ,493,109865,1
263579 ,277,107995,1
277432 ,277,132649,1
270075 ,277,125529,1
271354 ,614,154882,1
261613 ,406,103194,1
270548 ,168,235915,1
271426 ,953,206610,1
265635 ,953,204613,1
277625 ,953,155521,1
264057 ,968,101351,1
274690 ,715,231591,1
271766 ,467,202557,1
276026 ,981,159875,1
274971 ,277,114837,1
263968 ,277,224105,1
271456 ,277,116266,1
276965 ,582,137902,1
272543 ,877,152327,1
275862 ,877,227313,1
273833 ,168,177189,1
267078 ,692,131418,1
268123 ,692,130301,1
273878 ,953,158534,1
276882 ,715,112240,1
273355 ,981,221417,1
266351 ,582,228872,1
263390 ,582,200953,1
274958 ,435,163266,1
267063 ,435,227562,1
272568 ,692,115066,1
269361 ,692,200221,1
263253 ,968,151486,1
271078 ,715,223250,1
275680 ,715,190861,1
271729 ,467,210562,1
264040 ,467,199611,1
272952 ,981,198099,1
266530 ,981,115149,1
263532 ,277,136239,1
277712 ,277,227716,1
269319 ,406,217606,1
270132 ,406,166556,1
263204 ,406,225624,1
265859 ,406,104313,1
265103 ,168,222505,1
274390 ,168,144189,1
267162 ,692,180497,1
263259 ,443,128596,1
273686 ,467,168095,1
267555 ,981,105024,1
266179 ,981,199995,1
275601 ,277,100039,1
261810 ,277,196164,1
261574 ,582,175668,1
259857 ,582,126772,1
260131 ,406,119904,1
275158 ,406,144331,1
260376 ,422,170550,1
267834 ,168,124822,1
269346 ,692,214868,1
278761 ,953,168738,1
270833 ,953,152876,1
275236 ,715,121709,1
268795 ,715,165903,1
265516 ,715,167684,1
262088 ,277,231830,1
277116 ,277,200160,1
264883 ,614,214755,1
265052 ,614,161546,1
262502 ,877,222095,1
272561 ,394,234205,1
277895 ,168,167421,1
264271 ,953,237954,1
261309 ,953,160450,1
262857 ,715,204350,1
277182 ,467,156351,1
277614 ,981,140332,1
269881 ,981,193904,1
272187 ,277,197081,1
273195 ,582,189974,1
271864 ,692,202447,1
276352 ,953,109253,1
262923 ,715,150844,1
278553 ,715,204151,1
271796 ,981,232042,1
262568 ,493,185396,1
272220 ,493,141408,1
271644 ,826,194306,1
278734 ,614,208330,1
274270 ,877,211921,1
268495 ,877,219056,1
273942 ,877,201866,1
264934 ,394,175958,1
268541 ,406,135691,1
264600 ,406,204180,1
271261 ,406,208032,1
274073 ,406,218236,1
261396 ,422,115893,1
271395 ,953,187405,1
271326 ,467,214814,1
263628 ,467,103509,1
260870 ,826,220358,1
269745 ,877,143503,1
277225 ,394,197790,1
263871 ,394,209884,1
277407 ,406,164434,1
264650 ,422,112943,1
276826 ,168,199950,1
274584 ,435,221430,1
261470 ,435,139961,1
274046 ,953,194855,1
265162 ,953,167646,1
273258 ,443,186691,1
260231 ,443,234979,1
266549 ,715,232597,1
276170 ,715,139328,1
266380 ,715,102007,1
267069 ,715,227413,1
271821 ,981,225773,1
262356 ,614,198747,1
273134 ,394,150740,1
261265 ,406,117831,1
273465 ,406,190739,1
262601 ,406,154051,1
271080 ,406,188424,1
264080 ,168,235058,1
269522 ,692,185913,1
278104 ,692,230880,1
273628 ,953,193038,1
264718 ,467,106700,1
270645 ,981,189111,1
266334 ,582,177672,1
269401 ,406,141516,1
272993 ,422,171601,1
267636 ,692,147968,1
268550 ,692,145102,1
270024 ,692,212430,1
267893 ,715,165003,1
270297 ,715,199442,1
268501 ,467,174357,1
265720 ,467,107705,1
268956 ,981,218504,1
272139 ,981,141010,1
264767 ,981,209135,1
270673 ,981,101411,1
275462 ,277,146242,1
271337 ,277,190455,1
272072 ,826,233311,1
260070 ,406,177282,1
274065 ,422,130779,1
262227 ,168,198317,1
263124 ,953,167504,1
260567 ,443,119269,1
263298 ,443,173091,1
260700 ,467,199783,1
268378 ,981,232658,1
267013 ,981,121989,1
272730 ,277,192871,1
270609 ,422,113957,1
265267 ,692,123516,1
271976 ,953,218953,1
262368 ,715,186136,1
262095 ,715,160481,1
274933 ,715,153919,1
274500 ,715,146669,1
266754 ,467,119007,1
276076 ,493,150129,1
268168 ,394,196714,1
276287 ,394,108487,1
261541 ,394,197482,1
276168 ,406,156213,1
274609 ,168,202688,1
273006 ,692,217399,1
266657 ,692,133036,1
265938 ,715,230039,1
273713 ,715,158592,1
261793 ,582,213371,1
277106 ,582,220490,1
269109 ,394,153509,1
277659 ,406,116528,1
277832 ,406,170806,1
264704 ,406,156813,1
273589 ,406,121159,1
271014 ,406,220632,1
273356 ,406,127432,1
269051 ,953,139975,1
268934 ,715,210864,1
278737 ,467,193263,1
259404 ,467,229424,1
264327 ,467,179996,1
275809 ,981,184971,1
273131 ,981,191490,1
259901 ,493,187454,1
273946 ,614,117582,1
262698 ,877,198520,1
272175 ,877,150958,1
270272 ,394,211673,1
272697 ,406,133815,1
261118 ,168,229822,1
276106 ,443,137200,1
276728 ,715,225940,1
272632 ,715,188018,1
272622 ,467,140397,1
264662 ,981,233647,1
268620 ,981,113730,1
267784 ,981,190621,1
266441 ,614,212710,1
263000 ,614,222282,1
276490 ,877,187681,1
260744 ,394,233487,1
276450 ,406,182958,1
277267 ,692,129826,1
273726 ,953,151829,1
274857 ,953,200975,1
276113 ,443,139588,1
264069 ,981,197871,1
276535 ,981,199771,1
270672 ,277,187580,1
274621 ,877,157152,1
277863 ,443,110530,1
276009 ,443,151172,1
269061 ,877,235954,1
274384 ,422,200577,1
265760 ,715,158245,1
263386 ,467,226347,1
264605 ,277,149012,1
266086 ,277,156788,1
266329 ,277,232074,1
263606 ,582,173627,1
273620 ,406,143307,1
265610 ,422,111321,1
276819 ,692,213265,1
260091 ,692,121904,1
274788 ,692,171223,1
274530 ,953,199113,1
275707 ,443,212033,1
272431 ,443,205174,1
268467 ,715,128672,1
276783 ,467,130090,1
274299 ,277,113609,1
271954 ,277,232806,1
267647 ,582,119053,1
261614 ,877,172562,1
260010 ,394,111296,1
260608 ,406,149697,1
263988 ,692,114777,1
269692 ,692,222194,1
264227 ,953,161928,1
276974 ,467,210025,1
261069 ,981,174319,1
259525 ,981,177771,1
270802 ,614,143793,1
267464 ,435,163166,1
266984 ,692,135138,1
272675 ,692,187321,1
277787 ,953,139373,1
267604 ,953,188208,1
261745 ,443,141303,1
272399 ,715,145108,1
271087 ,981,192789,1
259526 ,981,140433,1
275622 ,216,179790,1
272847 ,493,209754,1
269825 ,406,139452,1
260155 ,406,219959,1
273241 ,406,133674,1
271626 ,406,184790,1
270440 ,953,230143,1
272163 ,443,149819,1
264120 ,715,173239,1
261666 ,467,119779,1
263063 ,467,227053,1
260741 ,467,196251,1
278004 ,981,129789,1
268703 ,981,231019,1
266157 ,981,211688,1
277833 ,493,175413,1
259716 ,277,178984,2
261922 ,406,215382,2
263745 ,406,206875,2
278455 ,981,176063,2
277474 ,406,174904,2
278583 ,406,191045,2
277172 ,692,161471,2
263989 ,467,136344,2
272126 ,692,149442,2
277022 ,692,146153,2
276922 ,692,132809,2
277176 ,692,239502,2
269700 ,692,109752,2
274200 ,692,169979,2
259758 ,715,215503,2
262239 ,715,211088,2
275997 ,406,198707,2
260656 ,277,171080,2
271979 ,406,160259,2
272791 ,406,184799,2
271040 ,692,100234,2
264426 ,692,132647,2
268772 ,277,212692,2
267121 ,715,230814,2
265353 ,406,187603,2
270467 ,692,209930,2
267586 ,715,240621,2
275510 ,692,152942,2
262351 ,692,129303,2
269448 ,981,128498,2
269788 ,406,110831,2
265906 ,406,220823,2
260988 ,692,138274,2
264703 ,406,214484,2
260558 ,715,144749,2
276784 ,981,237941,2
262534 ,715,204851,2
264857 ,981,221504,2
264629 ,692,158948,2
277366 ,406,144819,2
268663 ,406,141088,2
268362 ,406,135896,2
268754 ,692,110364,2
267106 ,692,204366,2
276779 ,277,108845,2
261103 ,406,216582,2
266981 ,981,223617,2
266230 ,406,149302,2
263116 ,692,209567,2
269295 ,467,202674,2
264251 ,406,204709,3
267501 ,692,132556,3
263984 ,692,137289,3
276835 ,692,209568,3
262833 ,692,181939,3
261654 ,406,212623,3
260497 ,406,124523,3
267271 ,692,221269,3
277072 ,692,171300,3
268035 ,692,140911,3
273676 ,406,148555,4
259939 ,692,154233,4
148587 ,692,128633,1
145740 ,953,150956,1
142939 ,968,135313,1
149004 ,715,196506,1
141501 ,406,235064,1
142412 ,168,134749,1
146629 ,467,228638,1
149549 ,467,221811,1
146452 ,981,195908,1
149234 ,981,156465,1
147096 ,277,113032,1
144672 ,614,179509,1
144095 ,394,111092,1
144476 ,406,180263,1
142102 ,692,100030,1
143149 ,443,124502,1
148908 ,467,220200,1
141735 ,493,181958,1
150369 ,277,122482,1
146863 ,422,135095,1
148311 ,443,216656,1
146285 ,467,185538,1
141294 ,467,124023,1
148380 ,826,232032,1
146946 ,582,189055,1
143993 ,877,145458,1
146644 ,406,147304,1
147080 ,422,177625,1
144824 ,168,232607,1
149858 ,692,235806,1
147698 ,953,201313,1
142468 ,953,214763,1
148994 ,443,194822,1
148029 ,582,185428,1
142807 ,877,160022,1
146331 ,981,100449,1
145012 ,422,118853,1
141527 ,953,191089,1
149977 ,467,210010,1
148549 ,467,107117,1
142590 ,277,154083,1
144266 ,826,102945,1
141869 ,168,228531,1
143221 ,692,185691,1
150399 ,467,130699,1
146539 ,981,198424,1
143331 ,277,154262,1
143355 ,877,138874,1
146183 ,692,171491,1
145871 ,715,106502,1
142297 ,715,161216,1
141713 ,715,173931,1
142887 ,277,139223,1
145334 ,614,125270,1
148034 ,406,154294,1
146058 ,168,158541,1
147742 ,715,232723,1
144861 ,406,180250,1
142665 ,467,225701,1
147780 ,277,189710,1
143881 ,277,127135,1
142530 ,826,199294,1
148605 ,614,148898,1
149636 ,443,205448,1
143825 ,715,228437,1
145121 ,715,205244,1
150026 ,826,226616,1
145830 ,406,112730,1
143813 ,692,141775,1
148868 ,953,119654,1
149012 ,715,155038,1
147835 ,981,184238,1
145999 ,277,238902,1
142673 ,422,206648,1
147443 ,692,192909,1
143833 ,715,135961,1
148940 ,715,178265,1
144607 ,715,117424,1
141720 ,715,173245,1
145066 ,467,185176,1
142675 ,277,167162,1
143339 ,406,225257,1
149015 ,715,165996,1
144186 ,467,201638,1
145534 ,981,120488,1
141543 ,981,123172,1
142767 ,493,202591,1
144786 ,277,225635,1
142974 ,406,212779,1
144787 ,692,137274,1
149615 ,443,238711,1
143180 ,715,110533,1
146393 ,715,139056,1
146806 ,493,138061,1
144935 ,493,205447,1
141967 ,277,139334,1
146947 ,277,112807,1
144529 ,981,156624,1
148128 ,582,217718,1
148880 ,406,180193,1
147656 ,406,179872,1
142256 ,692,170261,1
147814 ,953,177837,1
144482 ,953,237430,1
144326 ,715,152186,1
143051 ,582,209188,1
144110 ,435,240033,1
148594 ,953,213070,1
142711 ,953,203492,1
141449 ,715,194274,1
149188 ,467,221966,1
149820 ,277,201561,1
146294 ,406,188294,1
143151 ,692,187986,1
142594 ,715,184500,1
150200 ,277,137101,1
144498 ,277,155140,1
148169 ,406,126728,1
142942 ,443,173351,1
149890 ,467,155640,1
148671 ,981,176104,1
149224 ,981,120054,1
145387 ,277,191605,1
144946 ,826,233508,1
145826 ,394,218856,1
145186 ,406,149816,1
141379 ,406,140152,1
142521 ,168,194995,1
148123 ,692,182774,1
149599 ,715,190232,1
143812 ,467,194717,1
150132 ,277,130035,1
145886 ,277,177131,1
146759 ,826,110975,1
146018 ,406,220247,1
144714 ,406,197409,1
150049 ,692,228831,1
143609 ,953,202907,1
147389 ,394,183843,1
149785 ,981,157954,1
143519 ,692,239482,1
144754 ,968,153176,1
147422 ,715,131703,1
144071 ,826,150674,1
143823 ,877,139185,1
143068 ,953,158495,1
145766 ,981,163641,1
146530 ,614,129344,1
147137 ,406,134400,1
144258 ,422,207980,1
146040 ,692,131844,1
141247 ,443,229008,1
142587 ,981,160767,1
145794 ,168,139358,1
145528 ,168,183721,1
148999 ,953,124477,1
143583 ,277,183495,1
144112 ,953,126837,1
150042 ,467,231494,1
148225 ,614,106211,1
143645 ,277,126320,1
150483 ,435,184360,1
147341 ,715,132288,1
149159 ,715,108018,1
147561 ,981,229834,1
143830 ,394,124811,1
148863 ,394,138699,1
144366 ,406,191054,1
145297 ,406,120119,1
146467 ,422,140871,1
147119 ,981,194413,1
147602 ,582,103753,1
142676 ,406,154781,1
149764 ,168,114879,1
144344 ,715,237011,1
141826 ,981,153329,1
147104 ,493,141203,1
144944 ,277,123726,1
149142 ,394,105513,1
147585 ,168,197074,1
149293 ,953,214634,1
142528 ,493,121956,1
143909 ,277,131182,1
144499 ,614,214162,1
147376 ,877,142794,1
146608 ,877,155619,1
142563 ,422,136165,1
145570 ,692,200336,1
144072 ,826,116939,1
143654 ,406,150530,1
145258 ,406,169984,1
145581 ,435,154912,1
149275 ,692,104840,1
144253 ,692,216201,1
